,country,isonum,isocode,year,rank_busi,busi,logis,bband,redu,hifi,affs,ippr,insdtf,creddtf,elcostlnl,stardtf,rank_econ,econ,barrier,amp,parfem,banka,povnahc,povdday,lfpr,urate,eqi,edi,gdp5,rank_soci,soci,vtf,rank_educ,educ,qslnl,secvocp,teryrs,edqualsc,gbrata,secyrs,Ginih15,prcompc,lityf,litaf,rank_envi,envi,fwateruse,airpollution,wasterwater,fishstock,marineprotect,improved_drinkwater,pestreg,terrestprotect,rank_gove,gove,elfcr,trang,womenparl,vapvt,polity2,polrights,geff,rqual,ticpi,judi,rlaw,rank_heal,heal,tblnl,Obesity,mort,meandiabetes,leb,dpt,imeas,impsan,rank_pers,pers,propright,rrgov,rrsoc,lgbt_rights,deathpen,civlib,conscription,pf,rank_safe,safe,warcasual,pts,tdeathslnl5,refugee_oriln,bdeathslnl,rdeathslnl,homilnl
80,Sri Lanka,144,LKA,2007,106,40.940223693847656,2.400000095367432,0.3116110563278198,177.7,3.330562243046039,4.773598,3.7601245693082426,43.8,18.75,7.473466873168945,75.34,63,62.058876037597656,3.984356497116678,3.575173617409294,38.900001525878906,68.5261688232422,15.199999809265137,3.7699999809265137,59.70000076293945,6.0,0.8229566216468811,3.1456100940704346,0.0540481582283973,63,50.85309219360352,60.76800155639648,53,59.9355583190918,-7.178584575653076,5.298824787139893,0.4641916751861572,463.5758666992188,0.002810001373291,3.965040922164917,0.1573853346912322,97.52072143554688,93.86312103271484,84.90079498291016,49,62.112701416015625,24.5265151515152,0.0475,0.0,9.46,1.06304713367493,87.6,21,21.4641761990162,60,48.823997497558594,3.859984,3.9598904410839313,0.049,70.77999877929688,6,4,-0.0896379128098487,-0.2637046873569488,35.88603973388672,3.958019891500904,0.1448955833911895,42,75.07901763916016,2.118410348892212,4.8,658.5,6.078000068664551,74.19412195121953,98,98,88.5,118,44.41372680664063,1,4.0,7.8,0,1,4,10.0,67.0,145,44.46879196166992,5.0,5.0,4.860169410705566,8.814993858337402,4.823962688446045,2.5416018962860107,2.103078365325928
81,Lesotho,426,LSO,2007,114,39.5158576965332,2.299999952316284,0.005624343175441,44.3,3.568975099221602,3.0584180000000005,2.461290457123791,28.73,37.5,7.890844345092773,65.91,149,42.79292678833008,4.08955223880597,2.616438356164384,61.0,18.4970207214355,57.09999847412109,59.650001525878906,67.69999694824219,26.399999618530277,0.8793271780014038,3.736902236938477,0.0496675483882427,80,48.18636703491211,44.09999847412109,114,41.40312957763672,-7.178584575653076,1.5904572010040283,0.0379263162612915,316.5353088378906,0.0619800090789794,1.7230547666549685,0.2421903028297203,74.98174285888672,83.19441223144531,74.5039291381836,117,51.28365707397461,0.837476099426386,0.0,0.3,35.32307815551758,13.537367820739746,80.3,3,0.485358220734799,82,45.58595657348633,2.494181,3.2535200179937025,0.117,38.630001068115234,8,6,-0.4030005633831024,-0.7111588716506958,36.76610565185547,3.549775078722448,-0.3418959379196167,127,57.28805160522461,1.879657745361328,12.8,698.7149047851562,5.521418571472168,44.88221951219513,88,81,27.1,79,56.59661102294922,1,0.4,0.0,1,1,5,10.0,46.0,122,58.05934524536133,0.0561593696475029,3.0,-0.6931471824645996,1.2751845121383667,-4.2985358238220215,2.7486698627471924,3.8234474658966064
82,Lithuania,440,LTU,2007,51,51.03799057006836,2.7799999713897705,17.52415657043457,30.3,3.0570329584699074,4.286125,3.65940554412705,52.98,68.75,4.3541412353515625,81.5,36,69.3746566772461,4.678642259862778,4.171219659279361,65.0999984741211,73.7552032470703,20.899999618530277,1.2300000190734863,68.0,4.300000190734863,0.9301409125328064,1.7247899770736694,0.0257333759218454,143,37.81999969482422,46.040000915527344,57,59.52992248535156,-7.178584575653076,9.567923545837402,0.7135696411132812,524.91552734375,0.0057799816131591,4.516812801361084,0.1150309129429892,96.21788787841795,99.19954681396484,98.43212127685548,69,59.07110595703125,15.2827763496144,0.315,43.9466666666667,50.87878036499024,10.7495411156547,93.8,24,14.5232968249999,45,56.49786758422852,3.227878,4.180179997780912,0.248,43.33000183105469,10,7,0.706450879573822,1.085588455200195,49.967071533203125,3.601964808008849,0.6717128753662109,94,67.43194580078125,2.140066146850586,23.8,858.8,8.635950088500977,70.9,95,97,89.3,41,66.6939468383789,1,1.7,0.8,1,0,7,3.0,18.0,62,68.97278594970703,0.0,1.0,-0.6931471824645996,4.97130298614502,-4.2985358238220215,3.222867727279663,2.161383867263794
83,Luxembourg,442,LUX,2007,26,58.13689422607422,3.539999961853028,27.016925811767575,39.0,3.3237482200701147,5.665595,5.603344189682126,44.83,25.0,3.9415817260742183,83.85,6,80.81192016601562,6.075070643642072,5.5538082607048125,58.70000076293945,94.5867919921875,3.685410261154175,0.0213210210204124,66.69999694824219,4.099999904632568,1.091536045074463,2.4227936267852783,0.0073503493331372,11,61.6218147277832,91.68000030517578,29,66.0371322631836,-7.178584575653076,30.99531555175781,0.6865729093551636,531.0701293945312,0.0163600444793701,4.061022758483887,0.1995327852212748,84.31211853027344,99.89969635009766,99.90882873535156,7,73.36929321289062,6.02,0.2575,94.8,50.87878036499024,28.02322578430176,100.0,23,20.046469179992,9,79.18881225585938,5.647442,5.17416942603727,0.233,56.5,10,7,1.5896368026733398,1.7375640869140625,81.64938354492188,5.551709299259224,1.7504048347473145,2,84.00080108642578,-2.009472131729126,20.8,116.2523422241211,6.608485698699951,79.3829268292683,99,96,97.6,4,86.50301361083984,1,0.8,0.0,1,0,7,10.0,12.0,8,82.50595092773438,0.0,1.0,-0.6931471824645996,1.427130937576294,-4.2985358238220215,2.116316318511963,0.3850450217723846
84,Latvia,428,LVA,2007,47,51.76066589355469,3.0199999809265137,15.622264862060549,17.3,3.708813655448732,4.092567,3.448471842345185,37.24,62.5,5.895228862762451,88.47,38,68.67546081542969,4.780012534704966,3.972171876290606,68.4000015258789,89.6588287353516,25.899999618530277,0.0199999995529651,72.9000015258789,6.0,0.9286820888519288,1.7027900218963623,0.009596824645996,96,46.267364501953125,54.88199996948242,36,64.01480102539062,-7.178584575653076,18.86280632019043,0.513728141784668,531.3182373046875,0.0006500482559204,4.723325729370117,0.0737089625416748,92.25624084472656,99.32222747802734,98.7756805419922,31,65.59081268310547,2.49701314217443,0.19,45.210875,50.87878036499024,6.66925659643855,98.7,23,17.6711793634087,47,54.60382843017578,2.844273,3.875168086060063,0.19,50.18000030517578,8,6,0.4913597702980041,1.006629228591919,49.967071533203125,3.849478925590855,0.7102267146110535,88,68.02362060546875,1.6292405128479004,22.2,877.0,8.519210815429688,71.01951219512196,94,95,84.3,45,65.47803497314453,1,2.3,1.4,1,1,7,10.0,22.0,53,70.82866668701172,0.0,1.5,-0.6931471824645996,5.706660270690918,-4.2985358238220215,2.975529670715332,1.4672935009002686
85,Morocco,504,MAR,2007,84,45.40107345581055,2.380000114440918,1.5565874576568604,85.1,4.002700932224742,4.452216,3.845095125520657,38.02,18.75,7.510704040527344,86.25,76,59.71297073364258,3.794163434074052,3.821440248225813,28.5,39.0701103210449,8.899999618530273,3.119999885559082,53.79999923706055,9.800000190734863,0.7911164164543152,2.955980062484741,0.0380247123539447,121,42.06364059448242,7.400000095367432,116,39.272003173828125,-7.178584575653076,5.531782627105713,0.2598592042922973,370.72900390625,0.104960024356842,1.6426011323928833,0.6031225601452564,82.10582733154297,89.36966705322266,65.4045639038086,74,58.32529067993164,43.4827586206897,0.025,5.4,11.6224336900315,1.32020165005104,81.9,21,1.54919964562464,105,39.27504348754883,3.928241,4.336018900297338,0.108,27.82999992370605,-6,3,-0.1634686440229416,-0.1971872746944427,38.5262336730957,3.836173520966147,-0.2618064284324646,91,67.7114486694336,2.608193635940552,20.2,678.8966064453125,9.329769134521484,71.27763414634147,95,95,70.9,123,43.49038314819336,1,4.9,3.7,0,1,4,1.0,64.0,54,70.56077575683594,0.0,3.0,0.7613325119018555,4.869400024414063,-4.2985358238220215,2.434652805328369,0.5222678184509277
86,Moldova,498,MDA,2007,95,42.891868591308594,2.309999942779541,1.4378221035003662,37.0,3.429326,3.094491,2.7135045154929576,31.02,50.0,7.236843109130859,80.24,89,57.92026519775391,4.364274,3.234441,47.59999847412109,18.0663204193115,25.799999237060547,1.1100000143051147,49.59999847412109,5.099999904632568,0.7986425757408142,2.7346200942993164,0.0337184891104698,100,45.43627548217773,61.59799575805664,60,59.37179183959961,-7.178584575653076,10.07871913909912,0.3536574840545654,514.9345703125,0.0168299674987792,5.429424285888672,0.1192022782923453,92.91346740722656,99.63571166992188,99.56441497802734,144,42.8070068359375,100.0,0.37,33.9475,35.32307815551758,13.537367820739746,86.7,12,1.37568245493947,94,42.23601150512695,3.05679,4.301132,0.218,48.65999984741211,9,5,-0.8074803948402405,-0.2779166102409363,32.36578369140625,2.269195,-0.5254695415496826,100,63.9920539855957,2.760010004043579,13.6,1023.5,7.83865213394165,68.2099024390244,92,96,74.5,97,50.72666931152344,1,4.2,3.8,1,0,4,3.0,66.0,100,62.35492706298828,0.0,2.5,-0.4158883094787597,7.226158142089844,-4.2985358238220215,2.7212953567504883,1.7764019966125488
87,Madagascar,450,MDG,2007,121,36.95037841796875,2.240000009536743,0.0121521716937422,30.3,4.0579517719213785,2.90888,3.2464315665618195,23.05,12.5,8.661224365234375,57.07,131,46.72289276123047,4.258797268907562,2.94980776717293,87.30000305175781,5.52322292327881,75.0,74.05999755859375,89.0,4.099999904632568,0.6187567114830017,3.909679889678955,-0.0006740569951944,132,41.03096008300781,57.68100357055664,129,32.425777435302734,-7.178584575653076,3.374769687652588,0.0,358.1846008300781,0.0364300012588501,0.8029650449752808,0.518628716468811,60.935768127441406,60.619117736816406,47.77147674560547,112,52.850196838378906,4.89614243323442,0.0,0.0,6.24,0.118586566600924,44.0,21,3.05882208757868,77,45.86480331420898,2.9804310000000003,3.87350962774849,0.069,50.869998931884766,7,4,-0.4409483671188354,-0.1985628753900528,35.88603973388672,3.0030698322402154,-0.3740838170051574,120,58.36042022705078,4.064990997314453,4.5,978.7467041015624,3.353271484375,62.05300000000001,84,81,11.0,89,52.88687896728516,1,1.8,0.0,1,1,5,1.0,48.0,71,67.25762176513672,1.1651697158813477,2.0,-0.6931471824645996,2.6851954460144043,-4.2985358238220215,2.732539653778076,1.1001070737838743
88,Mexico,484,MEX,2007,34,54.85244369506836,2.869999885559082,3.967611312866211,74.3,3.728606753901496,3.550495,3.511268394184751,72.72,70.75,5.855644702911377,88.88,62,62.380348205566406,4.581923215604883,3.859846468341913,45.59999847412109,27.4293804168701,49.0,3.289999961853028,63.79999923706055,3.400000095367432,0.8874809741973877,2.501339912414551,0.006186103913933,85,47.72772979736328,53.0099983215332,50,60.11402130126953,-4.818183422088623,15.065316200256348,0.4530155658721924,444.3556518554688,0.0302799940109252,3.059355497360229,0.2297768112488084,97.0229721069336,98.15608978271484,93.4742431640625,60,60.17673110961914,19.3031784841076,0.1975,23.66,31.5946623737917,15.849277269997,92.5,20,10.9077926444614,55,50.6264877319336,3.28076,3.929965674660876,0.226,63.619998931884766,8,6,0.1712695211172104,0.3697513937950134,38.5262336730957,3.581086504526901,-0.537173330783844,58,73.36956024169922,0.9555114507675172,25.9,574.7,8.878792762756348,75.5879268292683,98,96,80.1,70,60.1010627746582,1,4.7,5.5,1,0,5,3.0,51.0,115,59.46743392944336,4.0,3.0,1.1715866327285769,3.896888971328736,-4.2985358238220215,2.6741485595703125,2.05544114112854
89,Macedonia,807,MKD,2007,99,42.282997131347656,2.430000066757202,4.793763160705566,21.7,3.754336412390782,3.471062,2.576039629247052,43.14,37.5,6.807050704956055,83.76,121,52.23447799682617,4.180185025817556,2.8635435861091425,50.400001525878906,73.6989364624023,26.799999237060547,2.6600000858306885,62.79999923706055,34.900001525878906,0.8755177855491638,2.970439910888672,0.037154197692871,119,42.19004821777344,53.180999755859375,37,63.86691284179688,-7.178584575653076,27.891094207763672,0.5328853726387024,479.2192993164063,0.0317100286483764,4.925839900970459,0.1026244610548019,91.7759017944336,99.5810775756836,99.27522277832033,98,55.342559814453125,19.037037037037,0.41,0.39125,35.32307815551758,13.537367820739746,99.3,22,4.86472359134433,76,45.93526840209961,2.965146,3.816741846842941,0.283,64.5,9,5,-0.1983678787946701,0.122370958328247,36.76610565185547,2.542293618306368,-0.4568853676319122,72,70.79279327392578,0.7419373393058777,18.2,792.1,12.0,74.3229512195122,95,96,90.3,53,63.879127502441406,1,2.2,1.5,1,0,5,10.0,47.0,56,70.27278137207031,0.0,2.5,-0.6931471824645996,8.278240203857422,-4.2985358238220215,2.104134082794189,0.6947579979896545
90,Mali,466,MLI,2007,133,34.34625244140625,2.289999961853028,0.0251461043953895,31.4,4.232508150402087,3.212864,3.283043848242276,22.94,18.75,8.349767684936523,41.21,129,47.814918518066406,4.244637933380602,3.490014247984432,44.20000076293945,8.21385288238525,47.5,50.58000183105469,60.09999847412109,8.5,0.9816579818725586,4.736159801483154,0.0167905800044536,111,44.289161682128906,27.361499786376957,147,16.40875244140625,-7.178584575653076,10.24503231048584,0.0399982631206512,245.93739318847656,0.2087000012397766,0.400278240442276,0.7773173575129533,49.71654891967773,41.00848007202149,28.410192489624023,140,46.54981994628906,8.64333333333333,0.0,0.0,35.32307815551758,13.537367820739746,60.8,4,2.43391988834569,78,45.81566619873047,3.576518,4.822735768903993,0.102,38.959999084472656,7,6,-0.7254434823989868,-0.338954210281372,31.485719680786133,3.7296300563051705,-0.1754164099693298,130,55.934547424316406,3.3594753742218018,5.7,705.2713012695312,4.145771026611328,54.2619268292683,74,66,21.1,73,59.20097732543945,1,0.9,0.3,1,1,5,0.0,27.0,70,67.43268585205078,0.0,2.0,0.0446287170052528,5.788788795471191,1.0418519973754885,2.621157646179199,2.416508197784424
91,Malta,470,MLT,2007,59,49.59149932861328,2.819999933242798,20.06067276000977,7.333333333333333,3.207451923076923,5.006614,4.324397001303781,42.14,18.75,6.174202919006348,75.62,42,67.4370346069336,5.561524216524217,4.359651669085632,39.5,95.2700729370117,14.879575729370115,0.0597557984292507,59.400001525878906,6.5,0.9686344861984252,3.8863699436187744,0.0143932346254587,15,60.850006103515625,95.6999969482422,44,62.53173828125,-7.178584575653076,13.699057579040527,0.338346004486084,552.7484130859375,0.0163900256156921,4.073422908782959,0.1695407325860688,93.2850112915039,96.95938110351562,88.12078857421875,97,55.44223785400391,100.0,0.0,26.474,6.67,0.397557083465745,100.0,1,17.264137411465,19,69.23626708984375,4.033021,4.4021416083916085,0.092,95.3499984741211,10,7,1.2237589359283447,1.1370679140090942,58.76771545410156,5.307138766940256,1.5843054056167605,46,74.49853515625,-0.9680723547935486,24.7,254.5763702392578,9.513609886169434,79.79268292682927,74,79,100.0,21,78.01033020019531,1,1.2,0.4,1,0,7,10.0,20.0,14,80.77642822265625,0.0010700584389269,1.5,-0.6931471824645996,3.0968451499938965,-4.2985358238220215,0.8833920359611511,-0.0455468147993087
92,Montenegro,499,MNE,2007,91,44.154205322265625,2.430000066757202,2.889608383178711,39.0,3.3194444444444446,4.349117,2.3194444444444446,46.07,62.5,6.18435525894165,75.67,82,58.87152099609375,4.408450704225352,3.0972222222222223,53.400001525878906,50.4380111694336,8.0,0.3700000047683716,61.5,19.399999618530277,0.8515474200248718,3.091078519821167,0.0422983169555664,106,44.974891662597656,68.44750213623047,49,60.22817611694336,-7.178584575653076,32.0804328918457,0.3953305780887604,450.2810363769531,0.0066299438476562,4.496641159057617,0.2264557033777237,72.57196807861328,99.21182250976562,99.31208801269533,138,47.944297790527344,100.0,0.315,6.7,40.84508895874024,0.849827608173776,98.3,16,13.2527884037174,75,46.40496444702149,3.947873,3.5694444444444446,0.086,65.83999633789062,9,5,-0.1737193465232849,-0.1579586863517761,36.76610565185547,3.0,-0.189788743853569,69,71.94242095947266,0.0,18.7,711.7,7.913331031799316,74.04063414634147,92,90,91.9,49,64.43468475341797,1,0.9,2.4,1,0,5,10.0,38.0,38,74.32220458984375,0.0,2.0,-0.6931471824645996,6.807276725769043,-4.2985358238220215,2.424802780151367,0.6639120578765869
93,Mongolia,496,MNG,2007,90,44.30915832519531,2.0799999237060547,0.2849636375904083,8.7,4.893105590062111,3.192276,2.4212592134016964,18.05,56.25,7.137914180755615,81.19,90,57.8468132019043,3.426189712452744,2.8275425257296165,58.29999923706055,77.7170867919922,38.79999923706055,1.340000033378601,63.09999847412109,7.199999809265137,0.8834847211837769,4.487549781799316,0.0418508537113666,84,47.76545715332031,81.83999633789062,54,59.86371612548828,-7.178584575653076,6.686124324798584,0.6393289566040039,469.7677917480469,0.0549299716949462,4.849833965301514,0.1743273802037479,100.0,91.64904022216795,90.74956512451172,104,54.25779342651367,1.55172413793103,0.0,3.3,35.32307815551758,13.537367820739746,61.5,19,13.3861882198863,85,44.55387115478516,2.960671,2.892172603457307,0.066,64.91000366210938,10,6,-0.515983521938324,-0.2613338828086853,34.125911712646484,2.5171102671555783,-0.3851320445537567,87,68.50121307373047,1.1910288333892822,14.4,617.91259765625,7.014491558074951,66.06817073170733,95,98,54.3,80,56.31093978881836,1,1.9,0.6,1,1,6,3.0,38.0,97,62.62114715576172,0.0,2.5,-0.6931471824645996,6.051245212554932,-4.2985358238220215,2.484682559967041,2.4239747524261475
94,Mozambique,508,MOZ,2007,123,36.54680252075195,2.289999961853028,0.0259027350693941,142.9,2.904189435336976,3.75818,2.601963083213083,26.11,18.75,8.064919471740723,75.64,136,45.91517639160156,3.910266278344082,3.1258387445887448,87.5,39.8992309570313,54.70000076293945,68.73999786376953,85.30000305175781,22.600000381469727,0.2890213131904602,4.568560123443604,0.0429759994149208,93,46.87522888183594,27.255001068115234,132,29.01404190063477,-7.178584575653076,6.257348537445068,0.0127925425767898,344.7619934082031,0.1467800140380859,0.1859520673751831,0.7739661016949154,43.53252029418945,72.3327407836914,61.79558563232422,96,55.50032806396485,0.881555333998006,0.0,0.0,21.23,3.25452924547392,46.3,21,15.8274402602813,86,44.31979370117188,3.342753,3.9543837990036814,0.348,35.560001373291016,5,5,-0.4838604629039764,-0.5409569144248962,32.36578369140625,2.777118823629121,-0.6047621369361877,131,54.68153381347656,4.509055137634277,4.4,1233.7760009765625,4.038022041320801,51.62209756097561,75,75,17.4,48,64.67642211914062,1,1.1,0.3,1,0,5,0.0,40.0,88,63.7728157043457,0.0,3.0,-0.196165844798088,2.295419931411743,-4.2985358238220215,3.044984102249145,1.3426707983016968
95,Mauritania,478,MRT,2007,138,32.40085983276367,2.630000114440918,0.1201187819242477,31.4,4.923265018809573,2.596355,3.0877934936350777,0.0,18.75,9.166723251342772,37.37,148,43.06941604614258,3.0408163265306123,3.217391304347826,27.0,17.4618091583252,42.0,10.90999984741211,53.59999847412109,31.399999618530277,0.5859248042106628,4.576940059661865,0.0344663634896278,97,46.02923202514648,48.64299774169922,137,26.465187072753903,-7.178584575653076,3.207810401916504,0.0632619857788086,167.67579650878906,0.008679986000061,0.772028923034668,0.4795123926380368,54.70838928222656,56.12242889404297,41.837440490722656,147,39.24957656860352,100.0,0.0,0.0,22.9,32.1291651799456,50.7,3,0.536302849519062,101,41.17924118041992,2.729226,4.197698395979415,0.179,30.549999237060547,4,4,-0.8611568808555603,-0.4393230676651001,30.605653762817383,3.4430535227435786,-0.6398454904556274,126,57.33353042602539,2.1130177974700928,8.2,777.4343872070312,5.748652458190918,61.13973170731708,75,67,32.0,127,39.47573852539063,0,6.5,0.9,0,1,4,10.0,56.0,96,62.71294784545898,0.0,2.5,0.0725810974836349,9.205073356628418,-4.2985358238220215,2.719576120376587,2.430340051651001
96,Mauritius,480,MUS,2007,36,54.52019119262695,2.130000114440918,2.8797287940979004,34.7,2.8808080808080807,4.799369,4.127609427609428,60.46,50.0,5.951943874359131,90.35,57,63.43932342529297,4.143736263736264,3.467936507936508,45.0,80.1232070922852,15.798256874084473,0.4199999868869781,63.09999847412109,8.5,0.7646989226341248,3.2263400554656982,0.0414979942142963,23,56.92046356201172,81.25,65,58.592533111572266,-7.178584575653076,9.003878593444824,0.1149826049804687,456.95458984375,0.0151300430297851,3.0178585052490234,0.2317104436860068,97.4847183227539,95.56858825683594,91.56939697265624,48,62.86472702026367,26.3540530716103,0.0,4.684,63.5,0.279200463775553,99.6,23,4.48194945104694,27,66.25275421142578,4.248104,4.902188552188552,0.171,75.33999633789062,10,7,0.7287604808807373,0.5065434575080872,49.087005615234375,4.718939393939394,0.8911325931549072,44,74.60076141357422,0.0953101813793182,15.0,749.3,12.18910789489746,72.57073170731708,97,98,92.3,28,75.01349639892578,1,1.4,0.3,0,0,6,10.0,26.0,44,73.08642578125,0.0212658364325761,2.0,-0.6931471824645996,4.047866821289063,-4.2985358238220215,2.4849066734313965,1.1305584907531738
97,Malawi,454,MWI,2007,112,39.89656448364258,2.4200000762939453,0.0068106786347925,84.0,3.668824,3.513206,3.115468,14.21,43.75,9.36354160308838,54.01,116,53.18315505981445,4.322539,3.795814,83.30000305175781,16.5406093597412,50.70000076293945,70.91000366210938,82.0999984741211,7.5,0.7368358969688416,4.37375020980835,0.0434345230460166,50,52.23382186889648,48.14400100708008,122,36.68717956542969,-7.178584575653076,0.0,0.0094130039215087,302.71258544921875,0.0154100060462951,0.5179812908172607,0.3135146252285192,59.00667953491211,63.4443359375,49.41991424560547,54,61.45548248291016,8.40768277571251,0.0,0.0,35.32307815551758,13.537367820739746,75.5,17,15.0175689060503,57,50.00153732299805,4.030198,4.578006,0.136,55.31999969482422,6,4,-0.562792956829071,-0.4751676917076111,31.485719680786133,5.088391,-0.1862179934978485,111,61.290794372558594,3.6536455154418954,4.2,878.1685180664062,3.736393928527832,51.512487804878056,87,83,37.4,77,57.5162239074707,1,0.4,0.3,0,1,4,10.0,55.0,81,64.59579467773438,0.0,2.5,-0.6931471824645996,1.97214150428772,-4.2985358238220215,2.9753096103668213,1.6157069206237793
98,Malaysia,458,MYS,2007,22,61.64641952514648,3.4800000190734863,3.860695838928223,88.0,4.285236208811551,5.467778,5.107409543012098,41.28,93.75,3.713572025299072,76.22,34,70.638427734375,4.847468354430379,4.867580044676098,46.5,66.1738128662109,3.5999999046325684,0.0,62.70000076293945,3.200000047683716,0.8989173769950867,2.7269399166107178,0.0286396034061908,60,51.13795852661133,48.03499984741211,26,67.63617706298828,-3.3832156658172607,6.314589023590088,0.3692402839660644,474.3063354492188,0.0074201822280883,4.1200785636901855,0.2023490390576565,99.40979766845705,99.89080047607422,99.26382446289062,27,66.35894012451172,1.93103448275862,0.1725,19.5888,15.0961461258058,2.02655630341222,96.4,20,18.1021361119124,43,57.83484649658203,4.193187,5.210902628656053,0.091,52.2400016784668,3,4,1.2474100589752195,0.5305294990539551,52.60726165771485,5.236513196170731,0.5012848973274231,29,78.09380340576172,1.3327419757843018,10.5,600.9100341796875,8.580469131469727,73.81826829268293,97,95,94.2,111,46.09503936767578,1,6.4,1.0,0,1,4,10.0,65.0,39,74.28936004638672,0.0,2.5,-0.6931471824645996,3.135812997817993,-4.2985358238220215,2.7308263778686523,0.8885420560836792
99,Namibia,516,NAM,2007,52,51.03213882446289,2.1600000858306885,0.0123035516589879,24.3,2.738341963988788,4.006795,4.101637355973317,36.09,68.75,6.473427772521973,59.23,96,56.63235855102539,4.358489308810087,3.5701886062969628,59.5,40.00416564941406,28.700000762939453,22.600000381469727,64.5999984741211,19.399999618530277,0.737910270690918,3.330049753189087,0.0200700759887695,48,52.40217971801758,67.8479995727539,111,44.9296760559082,-7.178584575653076,4.545290946960449,0.0538930892944335,316.7026062011719,0.0302599668502807,1.252218246459961,0.3317817033623486,82.34954071044922,87.09541320800781,75.12789154052734,111,52.97836685180664,4.67532467532468,0.0075,6.25,70.47,0.50701535754643,84.8,3,14.4552405020731,35,62.45359802246094,4.791942,4.099117297733859,0.269,80.2300033569336,6,6,0.1269638240337371,0.0005738497129641,47.32687759399414,5.139432752149745,0.1167400255799293,108,63.007362365722656,1.093486785888672,16.8,746.0214233398438,4.578831672668457,58.78080487804879,86,69,30.8,32,71.51651000976562,1,0.3,0.0,0,0,6,10.0,30.0,105,61.74755096435547,0.0,2.0,-0.6931471824645996,6.294308662414551,-4.2985358238220215,2.8704161643981934,2.866240262985229
100,Niger,562,NER,2007,141,31.610292434692383,1.9700000286102293,0.0033950144425034,22.49131202697754,3.9333744049072266,2.820359945297241,2.6614949703216557,15.32,18.75,8.986671447753906,32.79,141,45.07548141479492,3.6684203147888175,3.139784812927246,39.900001525878906,1.52169895172119,48.900001525878906,72.0199966430664,65.5999984741211,5.099999904632568,0.7874503135681152,5.340559959411621,0.0167648307979106,108,44.715274810791016,35.73600006103516,149,13.961565017700195,-7.178584575653076,2.708645820617676,0.0273562371730804,215.7259979248047,0.2912099957466125,0.3373537361621856,0.8093656957928803,39.4756088256836,40.52730178833008,29.214269638061523,131,48.61004257202149,28.1028571428571,0.0025,0.0,35.32307815551758,13.537367820739746,50.8,14,7.06931785754241,103,40.735443115234375,3.223188638687134,3.8015024662017822,0.124,43.43999862670898,6,5,-0.7864245772361755,-0.5003123879432678,30.605653762817383,2.1363601684570312,-0.6594576835632324,137,53.155853271484375,3.985583066940308,3.7,742.4072265625,3.5776288509368896,55.4550243902439,57,60,8.5,119,44.15475082397461,0,1.7,1.5,1,1,4,0.0,63.0,106,61.70662689208984,0.0,3.5,0.2834132313728332,4.041752338409424,1.7183966636657717,2.619168758392334,1.6337954998016355
101,Nigeria,566,NGA,2007,48,51.69681930541992,2.400000095367432,0.0364120975136756,49.8,5.0477915415415415,3.915212,2.9411584229390684,29.99,81.75,6.867454051971436,73.76,138,45.58919906616211,3.7039428455926298,3.800774831472509,47.79999923706055,29.6675395965576,46.0,53.470001220703125,55.20000076293945,7.599999904632568,0.5040066838264465,5.937099933624268,0.0578163154423236,40,53.47835922241211,34.52399826049805,115,39.97933578491211,-7.178584575653076,8.665727615356445,0.1997891515493393,412.8918151855469,0.1350399851799011,1.7471768856048584,0.3259097933769226,80.4914321899414,67.45641326904297,49.58540344238281,109,53.68662643432617,5.93212669683258,0.12,0.154,9.43,0.161183023997019,60.1,21,12.8448589099507,117,36.58115005493164,3.15922,4.091811402957564,0.061,46.630001068115234,4,4,-1.040884256362915,-0.86433345079422,27.08539581298828,3.5218658076681333,-1.065207600593567,144,50.04842758178711,4.263279914855957,8.9,1034.018798828125,3.7706995010375977,49.80814634146342,42,41,31.5,104,49.25093460083008,1,3.7,4.4,0,1,4,10.0,53.0,131,55.37662506103516,1.0,3.5,3.986853837966919,4.548462390899658,-4.2985358238220215,2.468926191329956,2.3298709392547607
102,Nicaragua,558,NIC,2007,69,47.43135452270508,2.2100000381469727,0.4923570156097412,23.8,4.5792160369625154,3.875652000000001,2.794679600235156,37.29,56.25,7.393816947937012,65.82,111,53.6759033203125,3.2128891155002144,2.714563347236705,47.20000076293945,14.2183303833008,48.29999923706055,15.600000381469728,64.19999694824219,5.0,0.7792825102806091,3.229379892349243,0.0081058498471975,43,52.92698287963867,63.39350128173828,104,47.80992126464844,-7.178584575653076,4.130961418151856,0.3775936365127563,379.739013671875,0.0421400070190429,1.757043957710266,0.4165665130062561,81.42626190185547,97.91441345214844,92.12026977539062,21,68.17832946777344,0.989116517285531,0.0025,0.0,29.9832379039867,37.2223578981306,83.1,19,36.723121707867,100,41.194034576416016,2.555561,3.2857142857142856,0.152,80.81999969482422,9,5,-0.9127289652824402,-0.4411533176898956,30.605653762817383,1.577023158990372,-0.797206699848175,76,70.26712036132812,2.0003669261932373,15.7,672.4088134765625,6.804869651794434,72.57165853658537,93,99,61.6,37,69.7665786743164,1,2.1,0.5,0,0,5,10.0,43.0,86,63.9580192565918,0.0,1.5,-0.6931471824645996,5.840847492218018,-4.2985358238220215,2.627316474914551,2.5463292598724365
